entry_index,filename,species_name,species_code,domain_category,threat_level,confidence_tier,recommended_deterrent,source_split,file_size_kb,relative_path,absolute_path
23804,AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v4.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,33.92,WildShield-Dataset/augmented/Indian Bison/AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v4.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v4.jpg
23805,AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v5.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,73.4,WildShield-Dataset/augmented/Indian Bison/AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v5.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v5.jpg
23806,AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v6.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,50.08,WildShield-Dataset/augmented/Indian Bison/AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v6.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v6.jpg
23807,AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v7.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,49.28,WildShield-Dataset/augmented/Indian Bison/AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v7.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v7.jpg
23808,AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v8.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,46.16,WildShield-Dataset/augmented/Indian Bison/AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v8.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaur-ou-bison-indien-ou-bos-gaurus-un-portrait-danimal-vuln%C3%A9rable-de-la-for%C3%AAt-centrale-de.jpg_v8.jpg
23809,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v1.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,69.44,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v1.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v1.jpg
23810,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v2.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,65.41,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v2.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v2.jpg
23811,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v3.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,75.66,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v3.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v3.jpg
23812,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v4.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,39.42,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v4.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v4.jpg
23813,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v5.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,82.08,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v5.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v5.jpg
23814,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v6.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,70.13,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v6.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v6.jpg
23815,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v7.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,74.58,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v7.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v7.jpg
23816,AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v8.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,67.93,WildShield-Dataset/augmented/Indian Bison/AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v8.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gaurs-indiens-sauvages-ou-buffles-broutant-dans-le-parc-national-de-periyar-kerala-inde-du-sud.jpg_v8.jpg
23817,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v1.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,85.12,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v1.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v1.jpg
23818,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v2.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,86.21,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v2.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v2.jpg
23819,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v3.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,95.29,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v3.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v3.jpg
23820,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v4.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,48.41,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v4.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v4.jpg
23821,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v5.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,96.64,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v5.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v5.jpg
23822,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v6.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,85.45,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v6.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v6.jpg
23823,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v7.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,78.2,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v7.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v7.jpg
23824,AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v8.jpg,Wild Boar,WS-WL-WB,Wildlife,HIGH,Above 95%,Siren + Strobe Floodlight,Augmented Repository,105.49,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v8.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-%C3%A0-th%C3%A9-immobilier-le-tamil-nadu-en-inde.jpg_v8.jpg
23825,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v1.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,71.44,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v1.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v1.jpg
23826,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v2.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,61.63,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v2.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v2.jpg
23827,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v3.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,64.58,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v3.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v3.jpg
23828,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v4.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,44.36,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v4.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v4.jpg
23829,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v5.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,80.61,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v5.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v5.jpg
23830,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v6.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,64.94,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v6.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v6.jpg
23831,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v7.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,62.85,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v7.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v7.jpg
23832,AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v8.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,54.61,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v8.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-indien-a-%C3%A9galement-appel%C3%A9-le-bison-indien.jpg_v8.jpg
23833,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v1.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,71.87,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v1.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v1.jpg
23834,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v2.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,71.91,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v2.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v2.jpg
23835,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v3.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,66.86,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v3.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v3.jpg
23836,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v4.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,35.0,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v4.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v4.jpg
23837,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v5.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,88.28,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v5.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v5.jpg
23838,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v6.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,69.91,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v6.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v6.jpg
23839,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v7.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,75.06,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v7.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v7.jpg
23840,AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v8.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,67.54,WildShield-Dataset/augmented/Indian Bison/AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v8.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_gerard-ou-le-indien-bison-dans-la-for%C3%AAt.jpg_v8.jpg
23841,AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v1.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,66.92,WildShield-Dataset/augmented/Indian Bison/AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v1.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v1.jpg
23842,AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v2.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,72.49,WildShield-Dataset/augmented/Indian Bison/AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v2.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v2.jpg
23843,AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v3.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,52.56,WildShield-Dataset/augmented/Indian Bison/AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v3.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v3.jpg
23844,AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v4.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,40.48,WildShield-Dataset/augmented/Indian Bison/AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v4.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v4.jpg
23845,AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v5.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,67.23,WildShield-Dataset/augmented/Indian Bison/AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v5.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v5.jpg
23846,AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v6.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,75.19,WildShield-Dataset/augmented/Indian Bison/AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v6.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v6.jpg
23847,AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v7.jpg,Gaur,WS-WL-GR,Wildlife,CRITICAL,Above 95%,Siren + Floodlight + Farmer Alert,Augmented Repository,60.65,WildShield-Dataset/augmented/Indian Bison/AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v7.jpg,c:\Users\lenovo\OneDrive\Desktop\Wildshield AI digital twin\WildShield-Dataset\augmented\Indian Bison\AUG_guar-indien-bos-gaurus-parc-national-de-bandipur-karnataka-inde.jpg_v7.jpg
